owner	field	type	class	reads	writes	evidence
AmbiqApollo4_IOMaster	activeTransactionCommand	Commands>	UNKNOWN	11	0	static: `Commands>` not classified
AmbiqApollo4_IOMaster	activeTransactionContinue	bool	VALUE	1	2	primitive
AmbiqApollo4_IOMaster	activeTransactionSizeLeft	IValueRegisterField	ARENA	16	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	activeTransactionStatus	Status>	UNKNOWN	5	0	static: `Status>` not classified
AmbiqApollo4_IOMaster	fifoInterruptReadThreshold	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	fifoInterruptWriteThreshold	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	i2cExtendedAdressingMode	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	i2cMasterEnabled	IFlagRegisterField	ARENA	8	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	i2cPeripherals	II2CPeripheral>	BACKREF	6	1	static: interface-typed, implementation outside cut
AmbiqApollo4_IOMaster	i2cSlaveAddress	uint	VALUE	6	2	primitive
AmbiqApollo4_IOMaster	incomingFifo	Fifo	SHARED	13	1	static: 1 writes, 13 reads
AmbiqApollo4_IOMaster	ioMasterInterruptsEnableFlags	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	ioMasterInterruptsStatusFlags	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	machine	IMachine	SHARED	2	1	static: 1 writes, 2 reads
AmbiqApollo4_IOMaster	outgoingFifo	Fifo	SHARED	12	1	static: 1 writes, 12 reads
AmbiqApollo4_IOMaster	spiMasterEnabled	IFlagRegisterField	ARENA	8	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	spiPeripherals	ISPIPeripheral>	BACKREF	6	1	static: interface-typed, implementation outside cut
AmbiqApollo4_IOMaster	spiSlaveSelect	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	status	Status	VALUE	2	4	enum or struct -- copied, not referenced
AmbiqApollo4_IOMaster	transactionCommand	Commands>	UNKNOWN	5	0	static: `Commands>` not classified
AmbiqApollo4_IOMaster	transactionContinue	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	transactionOffsetCount	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	transactionOffsetHigh	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	transactionOffsetLow	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	transactionSize	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_IOMaster	writePopToAdvanceReadPointer	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_PowerController	powerEnableFlagADC	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_PowerController	powerEnableFlagCrypto	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_PowerController	powerEnableFlagsIOM0_3	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_PowerController	powerEnableFlagsIOM4_7	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_PowerController	powerEnableFlagsUart0_3	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_RTC	alarmDay	BCDValueField	SHARED	3	1	static: 1 writes, 3 reads
AmbiqApollo4_RTC	alarmHours	BCDValueField	SHARED	3	1	static: 1 writes, 3 reads
AmbiqApollo4_RTC	alarmMinutes	BCDValueField	SHARED	3	1	static: 1 writes, 3 reads
AmbiqApollo4_RTC	alarmMonth	BCDValueField	SHARED	3	1	static: 1 writes, 3 reads
AmbiqApollo4_RTC	alarmRepeatInterval	AlarmRepeatIntervals>	UNKNOWN	2	0	static: `AlarmRepeatIntervals>` not classified
AmbiqApollo4_RTC	alarmSecondHundredths	BCDValueField	SHARED	3	1	static: 1 writes, 3 reads
AmbiqApollo4_RTC	alarmSeconds	BCDValueField	SHARED	3	1	static: 1 writes, 3 reads
AmbiqApollo4_RTC	alarmWeekday	BCDValueField	SHARED	3	1	static: 1 writes, 3 reads
AmbiqApollo4_RTC	centuryBit	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_RTC	centuryChangeEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_RTC	counterWritesEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_RTC	day	BCDValueField	SHARED	5	1	static: 1 writes, 5 reads
AmbiqApollo4_RTC	hours	BCDValueField	SHARED	5	1	static: 1 writes, 5 reads
AmbiqApollo4_RTC	internalTimer	RTCTimer	SHARED	13	1	static: 1 writes, 13 reads
AmbiqApollo4_RTC	interruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_RTC	interruptStatus	bool	VALUE	2	2	primitive
AmbiqApollo4_RTC	lastUpdateTimerValue	ulong	VALUE	1	2	primitive
AmbiqApollo4_RTC	minutes	BCDValueField	SHARED	5	1	static: 1 writes, 5 reads
AmbiqApollo4_RTC	month	BCDValueField	SHARED	5	1	static: 1 writes, 5 reads
AmbiqApollo4_RTC	readError	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_RTC	secondHundredths	BCDValueField	SHARED	5	1	static: 1 writes, 5 reads
AmbiqApollo4_RTC	seconds	BCDValueField	SHARED	5	1	static: 1 writes, 5 reads
AmbiqApollo4_RTC	valueReadWithCountersLower	ulong	VALUE	1	2	primitive
AmbiqApollo4_RTC	weekday	BCDValueField	SHARED	4	1	static: 1 writes, 4 reads
AmbiqApollo4_RTC	writeBusy	bool	VALUE	2	3	primitive
AmbiqApollo4_RTC	yearsOfCentury	BCDValueField	SHARED	5	1	static: 1 writes, 5 reads
AmbiqApollo4_Security	address	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_Security	calculationEnabled	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_Security	crcErrorOccurred	bool	VALUE	1	4	primitive
AmbiqApollo4_Security	crcSeedOrResult	IValueRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_Security	functionSelect	Functions>	UNKNOWN	2	0	static: `Functions>` not classified
AmbiqApollo4_Security	systemBus	IBusController	SHARED	1	1	static: 1 writes, 1 reads
AmbiqApollo4_Security	wordLength	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_SystemTimer	captureRegisters	CaptureRegister	BACKREF	12	0	static: never written, 12 reads
AmbiqApollo4_SystemTimer	clear	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_SystemTimer	clockSelect	ClockSelectValues>	UNKNOWN	6	0	static: `ClockSelectValues>` not classified
AmbiqApollo4_SystemTimer	compareRegisters	CompareRegister	BACKREF	14	0	static: never written, 14 reads
AmbiqApollo4_SystemTimer	freeze	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_SystemTimer	interruptOutputs	GPIO	BACKREF	13	0	static: never written, 13 reads
AmbiqApollo4_SystemTimer	overflowInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_SystemTimer	overflowInterruptStatus	IFlagRegisterField	ARENA	5	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_SystemTimer	systemTimer	LimitTimer	SHARED	10	1	static: 1 writes, 10 reads
AmbiqApollo4_Timer	functionSelect	FunctionSelect>	UNKNOWN	1	1	static: `FunctionSelect>` not classified
AmbiqApollo4_Timer	globalTimerEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_Timer	internalTimers	InternalTimer	SHARED	36	1	static: 1 writes, 36 reads
AmbiqApollo4_Timer	padOutput	PadOutput>	UNKNOWN	4	1	static: `PadOutput>` not classified
AmbiqApollo4_Timer	timerEnabled	IFlagRegisterField	ARENA	2	1	register handle -- D2 makes it a typed arena index
AmbiqApollo4_Timer	triggerMode	TriggerMode>	UNKNOWN	1	1	static: `TriggerMode>` not classified
AmbiqApollo4_Timer	triggerSource	TriggerSource>	UNKNOWN	1	1	static: `TriggerSource>` not classified
AmbiqApollo4_Watchdog	resetEnabled	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AmbiqApollo4_Watchdog	resetTimer	LimitTimer	SHARED	6	1	static: 1 writes, 6 reads
AndNode	Left	AstNode	SHARED	4	1	static: 1 writes, 4 reads
AndNode	Right	AstNode	SHARED	4	1	static: 1 writes, 4 reads
AndesATCGPIO100	irqManager	GPIOInterruptManager	SHARED	13	1	static: 1 writes, 13 reads
AndesATCGPIO100	outputData	IFlagRegisterField	ARENA	6	1	register handle -- D2 makes it a typed arena index
AndesATCPIT100	channelModes	ChannelMode	VALUE	4	1	enum or struct -- copied, not referenced
AndesATCPIT100	interruptEnableFlags	IFlagRegisterField[*,*	BACKREF	3	1	static: interface-typed, implementation outside cut
AndesATCPIT100	interruptStatusFlags	IFlagRegisterField[*,*	BACKREF	3	1	static: interface-typed, implementation outside cut
AndesATCPIT100	numberOfChannels	ushort	VALUE	5	1	primitive
AndesATCPIT100	reloadValues	IValueRegisterField	ARENA	2	1	register handle -- D2 makes it a typed arena index
AndesATCPIT100	timerEnableFlags	IFlagRegisterField[*,*	BACKREF	2	1	static: interface-typed, implementation outside cut
AndesATCPIT100	timers	LimitTimer[*,*	UNKNOWN	10	1	static: `LimitTimer[*,*` not classified
AndesATCRTC100	alarmIntEn	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	alarmIntStatus	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	alarmWakeup	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	dayCounter	IValueRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	dayIntEn	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	dayIntStatus	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	halfSecondIntEn	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	halfSecondIntStatus	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	halfSecondPassed	bool	VALUE	1	3	primitive
AndesATCRTC100	hourAlarm	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	hourCounter	IValueRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	hourIntEn	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	hourIntStatus	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	internalTimer	LimitTimer	SHARED	3	1	static: 1 writes, 3 reads
AndesATCRTC100	minuteAlarm	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	minuteCounter	IValueRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	minuteIntEn	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	minuteIntStatus	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	secondAlarm	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	secondCounter	IValueRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	secondIntEn	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCRTC100	secondIntStatus	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	command	IValueRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	isAddressPhaseEnabled	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	isCommandPhaseEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	isSlave	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	isSpiAddressAssigned	bool	VALUE	1	2	primitive
AndesATCSPI200	machine	IMachine	SHARED	0	1	static: 1 writes, 0 reads
AndesATCSPI200	registers	DoubleWordRegisterCollection	ARENA	3	1	the bank itself; elided, see register_collection
AndesATCSPI200	rxBuffer	Queue	VALUE	14	1	static: maps to std::collections::VecDeque<u8>
AndesATCSPI200	rxBufferThreshold	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	rxDmaEnable	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	rxThresholdInterrupt	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	rxThresholdInterruptEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	rxTransferCounter	ulong	VALUE	1	3	primitive
AndesATCSPI200	rxTransferDataCount	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	spiAddress	IValueRegisterField	ARENA	7	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	sysbus	IBusController	SHARED	2	1	static: 1 writes, 2 reads
AndesATCSPI200	transactionEndInterrupt	IFlagRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	transactionEndInterruptEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	transferMode	TransferMode>	UNKNOWN	7	0	static: `TransferMode>` not classified
AndesATCSPI200	txBuffer	Queue	VALUE	8	1	static: maps to std::collections::VecDeque<u8>
AndesATCSPI200	txBufferThreshold	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	txDmaEnable	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	txThresholdInterrupt	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	txThresholdInterruptEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCSPI200	txTransferCounter	ulong	VALUE	1	3	primitive
AndesATCSPI200	txTransferDataCount	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
AndesATCWDT200_Watchdog	interruptEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCWDT200_Watchdog	interruptExpired	IFlagRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
AndesATCWDT200_Watchdog	interruptTimer	LimitTimer	SHARED	8	1	static: 1 writes, 8 reads
AndesATCWDT200_Watchdog	machine	IMachine	SHARED	1	1	static: 1 writes, 1 reads
AndesATCWDT200_Watchdog	resetEnabled	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
AndesATCWDT200_Watchdog	resetTimer	LimitTimer	SHARED	8	1	static: 1 writes, 8 reads
AndesATCWDT200_Watchdog	watchdogEnabled	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
AndesATCWDT200_Watchdog	writeProtectionEnabled	bool	VALUE	1	3	primitive
Andes_AndeStarV5Extension	bus	IBusController	SHARED	6	1	static: 1 writes, 6 reads
Andes_AndeStarV5Extension	cpu	RiscV32	SHARED	15	1	static: 1 writes, 15 reads
Andes_AndeStarV5Extension	machineMiscellaneousControlValue	ulong	VALUE	1	1	primitive
AngularRateSample	angularRateX	int	VALUE	2	0	primitive
AngularRateSample	angularRateY	int	VALUE	2	0	primitive
AngularRateSample	angularRateZ	int	VALUE	2	0	primitive
AntMouse	leftButton	bool	VALUE	2	3	primitive
AntMouse	x	int	VALUE	1	2	primitive
AntMouse	y	int	VALUE	1	2	primitive
AppUart	control	uint	VALUE	1	4	primitive
AppUart	interrupt	uint	VALUE	0	3	primitive
AppUart	lineControl	uint	VALUE	7	3	primitive
AppUart	recvControl	uint	VALUE	1	4	primitive
AppUart	status	uint	VALUE	1	3	primitive
AppUart	transControl	uint	VALUE	1	1	primitive
ArbitraryTimestampSamplesDataBlock	currentWrappedSample	TimestampedRESDSample	SHARED	4	4	static: 4 writes, 4 reads
ArbitraryTimestampSamplesDataBlock	duration	Lazy	UNKNOWN	2	1	static: `Lazy` not classified
ArbitraryTimestampSamplesDataBlock	reader	SafeBinaryReader	SHARED	8	1	static: 1 writes, 8 reads
ArbitraryTimestampSamplesDataBlock	samplesCount	Lazy	UNKNOWN	2	1	static: `Lazy` not classified
ArbitraryTimestampSamplesDataBlock	samplesData	TimestampedRESDSample>	UNKNOWN	10	1	static: `TimestampedRESDSample>` not classified
ArbitraryTimestampSamplesDataBlock	usingReader	int	VALUE	6	0	primitive
ArchitectureDecoder	instructionSets	InstructionSet>	UNKNOWN	23	1	static: `InstructionSet>` not classified
ArchitectureDecoder	machine	IMachine	SHARED	1	1	static: 1 writes, 1 reads
ArchitectureDecoder	parent	BaseRiscV	SHARED	5	1	static: 1 writes, 5 reads
ArchitectureDecoder	standardExtensions	StandardInstructionSetExtensions>	UNKNOWN	20	1	static: `StandardInstructionSetExtensions>` not classified
ArduCAMMini2MPPlus	chipSelected	bool	VALUE	1	2	primitive
ArduCAMMini2MPPlus	externalCamera	HostCamera	SHARED	1	2	static: 2 writes, 1 reads
ArduCAMMini2MPPlus	fifoDone	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
ArduCAMMini2MPPlus	imageData	byte	VALUE	5	3	primitive
ArduCAMMini2MPPlus	imageDataPointer	int	VALUE	1	2	primitive
ArduCAMMini2MPPlus	imageSource	string	VALUE	1	2	primitive
ArduCAMMini2MPPlus	preloadedImageData	byte	VALUE	3	2	primitive
ArduCAMMini2MPPlus	selectedRegister	Register	VALUE	5	2	enum or struct -- copied, not referenced
ArduCAMMini2MPPlus	sensor	OV2640	SHARED	6	1	static: 1 writes, 6 reads
ArduCAMMini2MPPlus	state	State	VALUE	2	3	enum or struct -- copied, not referenced
Arm	ExceptionDescriptions	string	VALUE	2	0	primitive
Arm	GetRegisterValue32	Func	CALLBACK	20	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	SetRegisterValue32	Action	CALLBACK	20	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibCheckSystemRegisterAccess	Func	CALLBACK	2	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibEvaluateConditionCode	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibGetArmFeature	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibGetCpuModelId	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibGetExceptionVectorAddress	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibGetItState	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibGetNumberOfMpuRegions	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibGetSystemRegister	Func	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibPmuSetDebug	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibRegisterTcmRegion	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibSetCpuModelId	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibSetEventFlag	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibSetExceptionVectorAddress	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibSetNumberOfMpuRegions	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibSetSevOnPending	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibSetSystemRegister	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibSetThumb	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	TlibUpdatePmuCounters	Action	CALLBACK	1	0	delegate slot -- Option<Box<dyn FnMut>>
Arm	defaultTCMConfiguration	TCMConfiguration>	UNKNOWN	2	0	static: `TCMConfiguration>` not classified
Arm	performanceMonitoringUnit	ArmPerformanceMonitoringUnit	SHARED	3	2	static: 2 writes, 3 reads
Arm	semihostingHandler	SemihostingHandler	SHARED	6	2	static: 2 writes, 6 reads
Arm	signalsUnit	ArmSignalsUnit	SHARED	1	1	static: 1 writes, 1 reads
Arm	warnedAboutSemihosting	bool	VALUE	1	1	primitive
Arm	wfeAndSevAsNop	bool	VALUE	3	1	primitive
Arm	wfiAsNop	bool	VALUE	3	1	primitive
ArmPerformanceMonitoringUnit	parentCPU	Arm	SHARED	34	1	static: 1 writes, 34 reads
ArmPerformanceMonitoringUnit	withProcessorIdMMIORegisters	bool	VALUE	1	1	primitive
ArmSignalsUnit	firstSCURegistration	IRegistrationPoint	SHARED	5	1	static: 1 writes, 5 reads
