owner	field	type	class	reads	writes	evidence
TCA6416	state	State	VALUE	2	2	enum or struct -- copied, not referenced
TI_LM74	currentReadOut	uint	VALUE	2	2	primitive
TI_LM74	isFirstByte	bool	VALUE	2	2	primitive
TI_LM74	temperature	decimal	VALUE	1	1	primitive
TMP103	currentTemperature	sbyte	VALUE	6	5	primitive
TMP103	latchFlags	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
TMP103	registerAddress	Registers	VALUE	3	3	enum or struct -- copied, not referenced
TMP103	temperatureHighFlag	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TMP103	temperatureHighThreshold	sbyte	VALUE	3	2	primitive
TMP103	temperatureLowFlag	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TMP103	temperatureLowThreshold	sbyte	VALUE	3	2	primitive
Table	content	List	VALUE	6	2	static: maps to Vec<Vec<String>>
TableDescriptor	AMEC	bool	VALUE	0	0	primitive
TableDescriptor	AP	AccessPermission	VALUE	2	0	enum or struct -- copied, not referenced
TableDescriptor	AccessFlag	bool	VALUE	0	0	primitive
TableDescriptor	AttrIndx	int	VALUE	0	0	primitive
TableDescriptor	Contiguous	bool	VALUE	0	0	primitive
TableDescriptor	DBM	bool	VALUE	0	0	primitive
TableDescriptor	GP	bool	VALUE	0	0	primitive
TableDescriptor	NS	bool	VALUE	0	0	primitive
TableDescriptor	OutputAddress	ulong	VALUE	4	0	primitive
TableDescriptor	PBHA	int	VALUE	0	0	primitive
TableDescriptor	PXN	bool	VALUE	1	0	primitive
TableDescriptor	SH	Shareability	VALUE	0	0	enum or struct -- copied, not referenced
TableDescriptor	SoftwareReserved	int	VALUE	0	0	primitive
TableDescriptor	UXN	bool	VALUE	1	0	primitive
TableDescriptor	nG	bool	VALUE	0	0	primitive
Tag	AllowedValue	ulong	VALUE	2	1	primitive
Tag	IsFlag	bool	VALUE	1	1	primitive
Tag	IsSilent	bool	VALUE	1	1	primitive
Tag	Name	string	VALUE	2	1	primitive
Tag	Position	int	VALUE	6	1	primitive
Tag	ResetValue	ulong	VALUE	2	1	primitive
Tag	Width	int	VALUE	5	1	primitive
TagEntry	DefaultValue	ulong	VALUE	14	1	primitive
TagEntry	Name	string	VALUE	5	1	primitive
TagEntry	OverridePeripheralAccesses	bool	VALUE	8	1	primitive
TagEntry	Silent	bool	VALUE	3	1	primitive
TargetBar	BarNumber	uint	VALUE	3	1	primitive
TargetBar	BarNumber	uint	VALUE	0	0	primitive
TargetBar	TargetPeripheral	IPCIePeripheral	SHARED	3	1	static: 1 writes, 3 reads
TargetBar	TargetPeripheral	IPCIePeripheral	BACKREF	0	0	static: never written, 0 reads
TaskManagementRequestUPIU	DataSegmentLength	ushort	VALUE	0	0	primitive
TaskManagementRequestUPIU	DataSegmentsCRC	bool	VALUE	0	0	primitive
TaskManagementRequestUPIU	Flags	byte	VALUE	0	0	primitive
TaskManagementRequestUPIU	HeaderSegmentsCRC	bool	VALUE	0	0	primitive
TaskManagementRequestUPIU	InitiatorID	byte	VALUE	1	0	primitive
TaskManagementRequestUPIU	InputParameter1	uint	VALUE	0	0	primitive
TaskManagementRequestUPIU	InputParameter2	uint	VALUE	0	0	primitive
TaskManagementRequestUPIU	InputParameter3	uint	VALUE	0	0	primitive
TaskManagementRequestUPIU	LogicalUnitNumber	byte	VALUE	0	0	primitive
TaskManagementRequestUPIU	NexusInitiatorID	byte	VALUE	1	0	primitive
TaskManagementRequestUPIU	Response	byte	VALUE	0	0	primitive
TaskManagementRequestUPIU	TaskManagementFunction	byte	VALUE	0	0	primitive
TaskManagementRequestUPIU	TaskTag	byte	VALUE	0	0	primitive
TaskManagementRequestUPIU	TotalEHSLength	byte	VALUE	0	0	primitive
TaskManagementRequestUPIU	TransactionCode	byte	VALUE	0	0	primitive
TaskManagementResponseUPIU	DataSegmentLength	ushort	VALUE	0	1	primitive
TaskManagementResponseUPIU	DataSegmentsCRC	bool	VALUE	0	1	primitive
TaskManagementResponseUPIU	Flags	byte	VALUE	0	0	primitive
TaskManagementResponseUPIU	HeaderSegmentsCRC	bool	VALUE	0	1	primitive
TaskManagementResponseUPIU	InitiatorID	byte	VALUE	0	1	primitive
TaskManagementResponseUPIU	LogicalUnitNumber	byte	VALUE	0	0	primitive
TaskManagementResponseUPIU	NexusInitiatorID	byte	VALUE	0	1	primitive
TaskManagementResponseUPIU	OutputParameter1	uint	VALUE	0	1	primitive
TaskManagementResponseUPIU	OutputParameter2	uint	VALUE	0	0	primitive
TaskManagementResponseUPIU	Response	byte	VALUE	0	1	primitive
TaskManagementResponseUPIU	TaskTag	byte	VALUE	0	0	primitive
TaskManagementResponseUPIU	TotalEHSLength	byte	VALUE	0	1	primitive
TaskManagementResponseUPIU	TransactionCode	byte	VALUE	0	1	primitive
TegraDVC	control	uint	VALUE	6	0	primitive
TegraDVC	status	uint	VALUE	1	1	primitive
TegraDisplay	bufferAddress	uint	VALUE	2	1	primitive
TegraDisplay	sync	object	VALUE	3	1	primitive
TegraDisplay	sysbus	IBusController	SHARED	1	1	static: 1 writes, 1 reads
TegraDma	activeChannelInterrupts	ushort	VALUE	2	3	primitive
TegraDma	channels	Channel	VALUE	7	1	enum or struct -- copied, not referenced
TegraDma	counterRegister	uint	VALUE	1	2	primitive
TegraDma	dmaEngine	DmaEngine	SHARED	1	1	static: 1 writes, 1 reads
TegraDma	enabled	bool	VALUE	1	2	primitive
TegraDma	irqMask	uint	VALUE	0	3	primitive
TegraDmaHost1X	ClassId	uint	VALUE	4	2	primitive
TegraDmaHost1X	command_addr	uint	VALUE	5	2	primitive
TegraDmaHost1X	dmaEngine	DmaEngine	SHARED	1	1	static: 1 writes, 1 reads
TegraDmaHost1X	sysbus	IBusController	SHARED	6	1	static: 1 writes, 6 reads
TegraI2CController	clockDivisor	uint	VALUE	1	1	primitive
TegraI2CController	config	uint	VALUE	1	2	primitive
TegraI2CController	enableInterruptAfterPacket	bool	VALUE	1	1	primitive
TegraI2CController	fifoControl	uint	VALUE	1	1	primitive
TegraI2CController	imInUse	bool	VALUE	1	2	primitive
TegraI2CController	interruptMask	uint	VALUE	2	2	primitive
TegraI2CController	interruptStatus	uint	VALUE	2	4	primitive
TegraI2CController	mode	Mode	VALUE	2	6	enum or struct -- copied, not referenced
TegraI2CController	packet	List	VALUE	3	0	static: maps to Vec<u8>
TegraI2CController	packetTransferStatus	uint	VALUE	2	3	primitive
TegraI2CController	payloadDone	uint	VALUE	6	4	primitive
TegraI2CController	payloadSize	uint	VALUE	5	2	primitive
TegraI2CController	rxQueue	Queue	VALUE	7	0	static: maps to std::collections::VecDeque<u8>
TegraI2CController	slaveAddress1	uint	VALUE	1	1	primitive
TegraI2CController	slaveAddress2	uint	VALUE	1	1	primitive
TegraI2CController	slaveAddressForPacket	byte	VALUE	6	1	primitive
TegraI2CController	slaveConfig	uint	VALUE	1	1	primitive
TegraSyncpts	sync_pts	uint	VALUE	4	1	primitive
TegraTimer	clockSource	IClockSource	SHARED	4	1	static: 1 writes, 4 reads
TegraTimer	sync	object	VALUE	2	1	primitive
TegraUsecTimer	freeze	byte	VALUE	1	1	primitive
TegraUsecTimer	usecDividend	byte	VALUE	1	2	primitive
TegraUsecTimer	usecDivisor	byte	VALUE	1	2	primitive
TemperatureSample	temperature	int	VALUE	2	0	primitive
TemporaryFilesManager	emulatorTemporaryPath	string	VALUE	12	1	primitive
TemporaryFilesManager	id	string	VALUE	1	2	primitive
TemporaryFilesManager	otherEmulatorTempPrefix	string	VALUE	3	1	primitive
TemporaryFilesManager	shouldCleanFiles	bool	VALUE	3	1	primitive
TerminalTester	binaryMode	bool	VALUE	13	1	primitive
TerminalTester	charEvent	AutoResetEvent	UNKNOWN	3	1	static: `AutoResetEvent` not classified
TerminalTester	currentLineBuffer	SafeStringBuilder	SHARED	9	1	static: 1 writes, 9 reads
TerminalTester	delayedCharInProgress	bool	VALUE	1	2	primitive
TerminalTester	delayedChars	TimeSpan, char>>	UNKNOWN	4	0	static: `TimeSpan, char>>` not classified
TerminalTester	endLineOption	EndLineOption	VALUE	2	1	enum or struct -- copied, not referenced
TerminalTester	failingStrings	FailingString>	UNKNOWN	3	1	static: `FailingString>` not classified
TerminalTester	generatedReport	string	VALUE	2	2	primitive
TerminalTester	lines	Line>	UNKNOWN	21	1	static: `Line>` not classified
TerminalTester	machine	IMachine	SHARED	8	1	static: 1 writes, 8 reads
TerminalTester	matchEvent	AutoResetEvent	UNKNOWN	2	1	static: `AutoResetEvent` not classified
TerminalTester	pauseEmulation	bool	VALUE	2	5	primitive
TerminalTester	report	SafeStringBuilder	SHARED	7	1	static: 1 writes, 7 reads
TerminalTester	resultMatcher	TerminalTesterResult>	UNKNOWN	2	4	static: `TerminalTesterResult>` not classified
TerminalTester	sgrDecodingBuffer	SafeStringBuilder	SHARED	4	1	static: 1 writes, 4 reads
TerminalTester	sgrDecodingState	SGRDecodingState	VALUE	2	3	enum or struct -- copied, not referenced
TerminalTester	testerResult	TerminalTesterResult	SHARED	4	2	static: 2 writes, 4 reads
TerminalTesterResult	IsFailingString	bool	VALUE	0	2	primitive
TestRegister	LoopBackMode	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
TestRegister	PreparedValid	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
TestRegister	StartedValid	IFlagRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
TestRegister	TxBufferNumberPrepared	IValueRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
TestRegister	TxBufferNumberStarted	IValueRegisterField	ARENA	1	0	register handle -- D2 makes it a typed arena index
TestUnitReady	Control	byte	VALUE	0	0	primitive
TestUnitReady	OperationCode	byte	VALUE	0	0	primitive
TexasInstrumentsTimer	interruptEnable12	IFlagRegisterField	ARENA	1	1	register handle -- D2 makes it a typed arena index
TexasInstrumentsTimer	interruptEnable34	IFlagRegisterField	ARENA	1	1	register handle -- D2 makes it a typed arena index
TexasInstrumentsTimer	interruptOccurred12	IFlagRegisterField	ARENA	3	1	register handle -- D2 makes it a typed arena index
TexasInstrumentsTimer	interruptOccurred34	IFlagRegisterField	ARENA	3	1	register handle -- D2 makes it a typed arena index
TexasInstrumentsTimer	resetOnRead12	IFlagRegisterField	ARENA	1	1	register handle -- D2 makes it a typed arena index
TexasInstrumentsTimer	resetOnRead34	IFlagRegisterField	ARENA	1	1	register handle -- D2 makes it a typed arena index
TexasInstrumentsTimer	temporaryCounterRegister34	uint	VALUE	1	1	primitive
TexasInstrumentsTimer	timer12	LimitTimer	SHARED	17	1	static: 1 writes, 17 reads
TexasInstrumentsTimer	timer34	LimitTimer	SHARED	12	1	static: 1 writes, 12 reads
TexasInstrumentsTimer	timerControlRegister	DoubleWordRegister	SHARED	7	1	static: 1 writes, 7 reads
TexasInstrumentsTimer	timerGlobalControlRegister	DoubleWordRegister	SHARED	7	1	static: 1 writes, 7 reads
TexasInstrumentsTimer	timerInterruptControlAndStatusRegister	DoubleWordRegister	SHARED	7	1	static: 1 writes, 7 reads
TexasInstrumentsTimer	timerMode	TimerMode	VALUE	7	1	enum or struct -- copied, not referenced
TexasInstrumentsTimer	timerPeriod12	uint	VALUE	3	1	primitive
TexasInstrumentsTimer	timerPeriod34	uint	VALUE	3	1	primitive
ThreadLocalContext	context	IPeripheral, ulong?>>	BACKREF	7	1	static: interface-typed, implementation outside cut
ThreeBytes	One	byte	VALUE	2	1	primitive
ThreeBytes	Three	byte	VALUE	2	1	primitive
ThreeBytes	Two	byte	VALUE	2	1	primitive
Time	Day	uint	VALUE	3	3	primitive
Time	Hours	uint	VALUE	9	1	primitive
Time	Minutes	uint	VALUE	9	1	primitive
Time	Month	uint	VALUE	9	1	primitive
Time	Seconds	uint	VALUE	3	3	primitive
Time	Year	uint	VALUE	3	3	primitive
TimeDomainsManager	timeGetters	TimeStamp>>	UNKNOWN	4	1	static: `TimeStamp>>` not classified
TimeHandle	changingEnabled	bool	VALUE	1	2	primitive
TimeHandle	deferredUnlatch	bool	VALUE	4	3	primitive
TimeHandle	delayGrant	bool	VALUE	2	2	primitive
TimeHandle	enabled	bool	VALUE	9	2	primitive
TimeHandle	finishedTimeInterval	bool	VALUE	1	2	primitive
TimeHandle	grantPending	bool	VALUE	5	4	primitive
TimeHandle	innerLock	object	VALUE	39	1	primitive
TimeHandle	interrupt	bool	VALUE	9	2	primitive
TimeHandle	intervalGranted	TimeInterval	VALUE	6	2	enum or struct -- copied, not referenced
TimeHandle	intervalToReport	TimeInterval	VALUE	1	5	enum or struct -- copied, not referenced
TimeHandle	isBlocking	bool	VALUE	4	4	primitive
TimeHandle	isDone	bool	VALUE	1	1	primitive
TimeHandle	latchLevel	int	VALUE	5	2	primitive
TimeHandle	recentlyUnblocked	bool	VALUE	1	2	primitive
TimeHandle	reportPending	bool	VALUE	1	5	primitive
TimeHandle	reportedSoFar	TimeInterval	VALUE	2	2	enum or struct -- copied, not referenced
TimeHandle	reportedTimeResiduum	TimeInterval	VALUE	4	5	enum or struct -- copied, not referenced
TimeHandle	sinkSideActive	bool	VALUE	2	1	primitive
TimeHandle	sinkSideInProgress	bool	VALUE	6	4	primitive
TimeHandle	slaveTimeResiduum	TimeInterval	VALUE	3	3	enum or struct -- copied, not referenced
TimeHandle	sourceSideActive	bool	VALUE	2	1	primitive
TimeHandle	sourceSideInProgress	bool	VALUE	3	3	primitive
TimeHandle	waitsToBeUnblocked	bool	VALUE	6	3	primitive
TimeInterval	ticks	ulong	VALUE	41	1	primitive
TimeSourceBase	blockingEvent	ManualResetEvent	UNKNOWN	4	1	static: `ManualResetEvent` not classified
TimeSourceBase	delayedActions	DelayedTask>	UNKNOWN	9	1	static: `DelayedTask>` not classified
TimeSourceBase	delayedTaskId	ulong	VALUE	1	2	primitive
TimeSourceBase	elapsedAtLastUpdate	TimeInterval	VALUE	1	1	enum or struct -- copied, not referenced
TimeSourceBase	executeThreadId	int	VALUE	1	1	primitive
TimeSourceBase	handles	HandlesCollection	SHARED	19	1	static: 1 writes, 19 reads
TimeSourceBase	hostTicksElapsed	TimeVariantValue	SHARED	10	1	static: 1 writes, 10 reads
TimeSourceBase	isBlocked	bool	VALUE	4	3	primitive
TimeSourceBase	isOnSyncPhaseThreadLock	object	VALUE	2	1	primitive
TimeSourceBase	isPaused	bool	VALUE	2	2	primitive
TimeSourceBase	isStarted	bool	VALUE	8	4	primitive
TimeSourceBase	quantum	TimeInterval	VALUE	4	1	enum or struct -- copied, not referenced
TimeSourceBase	stopwatch	Stopwatch	UNKNOWN	6	1	static: `Stopwatch` not classified
TimeSourceBase	sync	PrioritySynchronizer	SHARED	15	1	static: 1 writes, 15 reads
TimeSourceBase	updateNearestSyncPoint	bool	VALUE	1	2	primitive
TimeSourceBase	virtualTicksElapsed	TimeVariantValue	SHARED	7	1	static: 1 writes, 7 reads
TimeSourceBase	virtualTimeProgressBlockers	uint	VALUE	2	1	primitive
TimeSourceBase	virtualTimeSyncLock	object	VALUE	2	1	primitive
TimeVariantValue	buffer	ulong	VALUE	6	1	primitive
TimeVariantValue	partialSum	ulong	VALUE	1	3	primitive
TimeVariantValue	position	int	VALUE	3	2	primitive
TimeoutEvent	actionId	ulong	VALUE	2	1	primitive
TimeoutEvent	timeSource	TimeSourceBase	SHARED	1	1	static: 1 writes, 1 reads
TimeoutEvent	waitHandle	AutoResetEvent	UNKNOWN	2	1	static: `AutoResetEvent` not classified
Timer	compare	IValueRegisterField	ARENA	2	1	register handle -- D2 makes it a typed arena index
Timer	decrement	TimerDecrement>	UNKNOWN	1	1	static: `TimerDecrement>` not classified
Timer	disable	TimerDisable>	UNKNOWN	1	1	static: `TimerDisable>` not classified
Timer	enable	TimerEnable>	UNKNOWN	1	1	static: `TimerEnable>` not classified
Timer	mode	TimerMode>	UNKNOWN	1	1	static: `TimerMode>` not classified
Timer	oneTimeOperation	TimerTriggerOneTimeOperation>	UNKNOWN	1	1	static: `TimerTriggerOneTimeOperation>` not classified
Timer	output	TimerOutput>	UNKNOWN	1	1	static: `TimerOutput>` not classified
Timer	resetMode	TimerReset>	UNKNOWN	1	1	static: `TimerReset>` not classified
Timer	startBit	TimerStartBit>	UNKNOWN	1	1	static: `TimerStartBit>` not classified
Timer	stopBit	TimerStopBit>	UNKNOWN	1	1	static: `TimerStopBit>` not classified
Timer	triggerPolarity	TimerTriggerPolarity>	UNKNOWN	1	1	static: `TimerTriggerPolarity>` not classified
Timer	triggerSelect	IValueRegisterField	ARENA	1	1	register handle -- D2 makes it a typed arena index
Timer	triggerSource	TimerTriggerSource>	UNKNOWN	1	1	static: `TimerTriggerSource>` not classified
TimerConfig	parent	STM32F4_RTC	SHARED	2	1	static: 1 writes, 2 reads
TimerConfig	pm	bool	VALUE	1	2	primitive
TimerConfig	timeState	DateTime	VALUE	11	4	static: maps to std::time::SystemTime
TimerUnit	IRQ	IGPIO	BACKREF	2	0	static: never written, 2 reads
TimerUnit	InterruptEnable	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
TimerUnit	InterruptPending	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
TimerUnit	clockSource	IClockSource	SHARED	4	1	static: 1 writes, 4 reads
TimerUnit	index	int	VALUE	2	1	primitive
TimerUnit	interval	uint	VALUE	1	1	primitive
TimerUnit	matchEnabled	bool	VALUE	1	1	primitive
TimerUnit	mode	CounterMode	VALUE	1	1	enum or struct -- copied, not referenced
TimerUnit	name	string	VALUE	1	1	primitive
TimerUnit	offset	ulong	VALUE	2	2	primitive
TimerUnit	parent	IPeripheral	SHARED	1	1	static: 1 writes, 1 reads
TimerUnit	parent	Gaisler_GPTimer	SHARED	2	1	static: 1 writes, 2 reads
TimerUnit	prescaler	int	VALUE	1	1	primitive
TimerUnit	prescalerEnabled	bool	VALUE	1	1	primitive
TimerUnit	timer	ComparingTimer	SHARED	6	1	static: 1 writes, 6 reads
TimerUnit	timer	LimitTimer	SHARED	17	1	static: 1 writes, 17 reads
TimerUnit	timer	LimitTimer	SHARED	14	1	static: 1 writes, 14 reads
TokenList	IsArray	bool	VALUE	3	1	primitive
TokenList	Tokens	Token>	UNKNOWN	7	0	static: `Token>` not classified
Tokenizer	tokens	InternalToken>	UNKNOWN	2	1	static: `InternalToken>` not classified
TouchedPoint	Id	ushort	VALUE	1	1	primitive
TouchedPoint	Id	ushort	VALUE	1	1	primitive
TouchedPoint	Type	PointType	VALUE	3	2	enum or struct -- copied, not referenced
TouchedPoint	Type	PointType	VALUE	7	4	enum or struct -- copied, not referenced
TouchedPoint	Type	PointType	VALUE	3	4	enum or struct -- copied, not referenced
TouchedPoint	Type	PointType	VALUE	4	2	enum or struct -- copied, not referenced
TouchedPoint	X	ushort	VALUE	5	1	primitive
TouchedPoint	X	ushort	VALUE	5	2	primitive
TouchedPoint	X	ushort	VALUE	4	2	primitive
TouchedPoint	X	ushort	VALUE	5	1	primitive
TouchedPoint	Y	ushort	VALUE	5	1	primitive
TouchedPoint	Y	ushort	VALUE	5	2	primitive
TouchedPoint	Y	ushort	VALUE	4	2	primitive
TouchedPoint	Y	ushort	VALUE	5	1	primitive
Trace	__pbn__extensionData	IExtension	BACKREF	1	0	static: interface-typed, implementation outside cut
TraceBasedModelFlatBufferWriter	alternateDialect	bool	VALUE	1	1	primitive
TraceBasedModelFlatBufferWriter	disposed	bool	VALUE	1	1	primitive
TraceBasedModelFlatBufferWriter	instructionsBuffer	InstructionTrace>	UNKNOWN	3	1	static: `InstructionTrace>` not classified
TraceBasedModelFlatBufferWriter	vectorConfig	Tuple	UNKNOWN	3	2	static: `Tuple` not classified
TraceBinaryWriter	buffer	byte	VALUE	5	1	primitive
TraceBinaryWriter	bufferPosition	int	VALUE	6	5	primitive
TraceBinaryWriter	cache	LRUCache	SHARED	3	1	static: 1 writes, 3 reads
TraceBinaryWriter	pcWidth	int	VALUE	3	1	primitive
TraceBinaryWriter	usesMultipleInstructionSets	bool	VALUE	1	1	primitive
TraceInfo	Begin	ulong	VALUE	4	1	primitive
TraceInfo	BeginCallback	CpuAddressHook	UNKNOWN	2	1	static: `CpuAddressHook` not classified
TraceInfo	End	ulong	VALUE	3	1	primitive
TraceInfo	EndCallback	CpuAddressHook	UNKNOWN	2	1	static: `CpuAddressHook` not classified
TraceInfo	HasEnd	bool	VALUE	1	1	primitive
TracePacket	__pbn__Timestamp	ulong	VALUE	2	2	primitive
TracePacket	__pbn__TrustedPacketSequenceId	uint	VALUE	2	2	primitive
TracePacket	__pbn__data	DiscriminatedUnionObject	UNKNOWN	12	3	static: `DiscriminatedUnionObject` not classified
TracePacket	__pbn__extensionData	IExtension	BACKREF	1	0	static: interface-typed, implementation outside cut
TraceTextWriter	alternateDialect	bool	VALUE	1	1	primitive
TraceTextWriter	disposed	bool	VALUE	1	1	primitive
TraceTextWriter	stringBuilder	StringBuilder	VALUE	10	1	static: maps to String
TraceTextWriter	textWriter	TextWriter	UNKNOWN	3	1	static: `TextWriter` not classified
TraceWriter	disassemblyCache	DisassemblyResult>	UNKNOWN	3	2	static: `DisassemblyResult>` not classified
TraceWriter	disposed	bool	VALUE	1	1	primitive
TraceWriter	format	TraceFormat	VALUE	4	1	enum or struct -- copied, not referenced
TraceWriter	stream	Stream	SHARED	18	2	static: 2 writes, 18 reads
TraceWriterBuilder	alternateDialect	bool	VALUE	3	1	primitive
TraceWriterBuilder	compress	bool	VALUE	3	1	primitive
TraceWriterBuilder	cpu	TranslationCPU	SHARED	3	1	static: 1 writes, 3 reads
TraceWriterBuilder	format	TraceFormat	VALUE	9	1	enum or struct -- copied, not referenced
TraceWriterBuilder	isBinary	bool	VALUE	3	1	primitive
TraceWriterBuilder	path	string	VALUE	4	1	primitive
TrackDescriptor	__pbn__Name	string	VALUE	2	2	primitive
TrackDescriptor	__pbn__Uuid	ulong	VALUE	2	2	primitive
TrackDescriptor	__pbn__extensionData	IExtension	BACKREF	1	0	static: interface-typed, implementation outside cut
TrackEvent	__pbn__Name	string	VALUE	2	2	primitive
TrackEvent	__pbn__TrackUuid	ulong	VALUE	2	2	primitive
TrackEvent	__pbn__counter_value_field	DiscriminatedUnion64	UNKNOWN	8	2	static: `DiscriminatedUnion64` not classified
TrackEvent	__pbn__extensionData	IExtension	BACKREF	1	0	static: interface-typed, implementation outside cut
TrackEvent	__pbn__type	Type	VALUE	2	2	enum or struct -- copied, not referenced
Transceiver	bitClockBypass	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	bitClockDirection	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	bitClockDivide	IValueRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	bitClockEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	channelEnable	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
Transceiver	continueOnError	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
Transceiver	currentFifoReadWord	uint	VALUE	2	3	primitive
Transceiver	currentFifoReadWordBitOffset	int	VALUE	7	5	primitive
Transceiver	currentFifoWriteWord	uint	VALUE	4	2	primitive
Transceiver	currentFifoWriteWordBitOffset	int	VALUE	6	5	primitive
Transceiver	decoder	PCMDecoder	SHARED	2	1	static: 1 writes, 2 reads
Transceiver	dmaRequestInProgress	bool	VALUE	1	2	primitive
Transceiver	dmaTrigger	GPIO	SHARED	1	1	static: 1 writes, 1 reads
Transceiver	enable	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
Transceiver	encoder	PCMEncoder	SHARED	5	1	static: 1 writes, 5 reads
Transceiver	errorFlag	IFlagRegisterField	ARENA	9	0	register handle -- D2 makes it a typed arena index
Transceiver	fifoErrorInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	fifoRequestDmaEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	fifoRequestInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	fifoWarningDmaEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	fifoWarningInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	firstBitShifted	IValueRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
Transceiver	frameSize	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
Transceiver	id	string	VALUE	17	1	primitive
Transceiver	irq	GPIO	SHARED	2	1	static: 1 writes, 2 reads
Transceiver	isTx	bool	VALUE	5	1	primitive
Transceiver	littleEndianFileFormat	bool	VALUE	2	1	primitive
Transceiver	machine	IMachine	SHARED	1	1	static: 1 writes, 1 reads
Transceiver	msbFirst	IFlagRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
Transceiver	msel	ClockOption>	UNKNOWN	1	0	static: `ClockOption>` not classified
Transceiver	packingMode	FifoPacking>	UNKNOWN	4	0	static: `FifoPacking>` not classified
Transceiver	parent	IMXRT700_SAI	SHARED	31	1	static: 1 writes, 31 reads
Transceiver	pcmFile	string	VALUE	4	1	primitive
Transceiver	queue	Queue	VALUE	6	0	static: maps to std::collections::VecDeque<u32>
Transceiver	readPointer	IValueRegisterField	ARENA	9	0	register handle -- D2 makes it a typed arena index
Transceiver	registers	DoubleWordRegister>	UNKNOWN	1	1	static: `DoubleWordRegister>` not classified
Transceiver	requestFlag	IFlagRegisterField	ARENA	6	0	register handle -- D2 makes it a typed arena index
Transceiver	sampleThread	IManagedThread	SHARED	3	2	static: 2 writes, 3 reads
Transceiver	syncErrorFlag	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
Transceiver	syncErrorInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	tr	string	VALUE	8	1	primitive
Transceiver	warningFlag	IFlagRegisterField	ARENA	8	0	register handle -- D2 makes it a typed arena index
Transceiver	watermark	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
Transceiver	word0Width	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
Transceiver	wordMask	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
Transceiver	wordNWidth	IValueRegisterField	ARENA	4	0	register handle -- D2 makes it a typed arena index
Transceiver	wordStartFlag	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
Transceiver	wordStartInterruptEnable	IFlagRegisterField	ARENA	2	0	register handle -- D2 makes it a typed arena index
Transceiver	writePointer	IValueRegisterField	ARENA	9	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	BITERELINK	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	BITERLINKCH	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	BITERRESERVED	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	BITER_ELINKYES	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	BWC	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	CITERELINK	IFlagRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	CITERLINKCH	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	CITERRESERVED	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
TransferControlDescriptor	CITER_ELINKYES	IValueRegisterField	ARENA	3	0	register handle -- D2 makes it a typed arena index
